@relation 'project-weka.filters.unsupervised.attribute.Remove-R2-5-weka.filters.unsupervised.attribute.Remove-R34,38,40-weka.filters.unsupervised.attribute.Remove-R9-10,13-16,24-25,32-34,37-weka.filters.unsupervised.attribute.Remove-R3'

@attribute project {true,false}
@attribute Lexical_Diversity numeric
@attribute Pausality numeric
@attribute Word_Quantity numeric
@attribute Verb_Quantity numeric
@attribute Modifier_Quantity numeric
@attribute Sentence_Quantity numeric
@attribute Affect_Ratio numeric
@attribute Sensory_Ratio numeric
@attribute Average_Sentence_Length numeric
@attribute Average_Word_Length numeric
@attribute Content_Word_Diversity numeric
@attribute Redundancy numeric
@attribute Misspelled_Words numeric
@attribute You_References numeric
@attribute Self_References numeric
@attribute Pleasantness numeric
@attribute Activation numeric
@attribute Imagery numeric
@attribute Pos_Pleasantness_1dev numeric
@attribute Pos_Activation_1dev numeric
@attribute Pos_Imagery_1dev numeric
@attribute Neg_Activation_1dev numeric
@attribute Neg_Imagery_1dev numeric

@data
true,0.5,1,6,0,0,2,0.333333,0,3,4.333333,1,1,0,0,0,2.3409,1.856567,1.466667,0.333333,0.333333,0,0.333333,0.333333
true,0.5,0.8,50,6,8,5,0,0.04,10,3.72,1,1.6,0.32,0,0,1.842257,1.753436,1.457143,0.214286,0.071429,0.071429,0.214286,0.5
true,0.430556,3.428571,72,20,4,7,0.027778,0.055556,10.285714,3.416667,1,4.571429,0.088235,0.111111,0.222222,2.006625,1.638788,1.366667,0.25,0.041667,0.041667,0.375,0.625
true,0.5,0,8,0,0,1,0,0.25,8,3.5,1,4,0,0,0,1.809525,1.64235,1.5,0,0,0,0.25,0.5
true,0.5,1,2,0,0,2,0,0,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0
true,0.46875,2.5,32,6,6,4,0.0625,0,8,3.3125,1,3.5,0,0.25,0.125,2.00895,1.87279,1.48,0.3,0.2,0.2,0.2,0.5
true,0.5,1,10,3,0,2,0,0,5,3.2,1,2,0,0.4,0,1.79615,1.88515,1.2,0,0.25,0,0.25,0.75
true,0.5,3,4,0,0,2,0.5,0,2,5.5,1,0,0,0,0,2,2.125,2.2,0,0,0,0,0
true,0.5,1.333333,22,3,4,3,0,0,7.333333,3.909091,1,2,0.272727,0,0,1.7676,1.5375,1.3,0,0,0.166667,0.5,0.833333
true,0.5,1.333333,12,2,0,3,0,0,4,2.666667,1,1.333333,0,0,0,1.85,1.35895,1,0,0,0,1,1
true,0.384615,1,52,14,7,6,0,0,8.666667,4,0.923077,4.333333,0,0.230769,0.076923,1.99453,1.693005,1.36,0.2,0.1,0.1,0.25,0.75
true,0.5,1,38,8,11,6,0.052632,0,6.333333,3.894737,1,2.333333,0,0,0,1.99382,1.693647,1.506667,0.2,0.133333,0.133333,0.266667,0.6
true,0.470588,1,34,10,2,4,0,0,8.5,3.588235,0.909091,3,0.117647,0,0.117647,1.759875,1.779433,1.533333,0,0.083333,0.25,0.25,0.666667
true,0.5,1.2,16,6,2,5,0.125,0,3.2,4.25,1,0.8,0,0,0,2.03722,1.92192,1.52,0.4,0.2,0,0.2,0.4
true,0.4,2,10,2,6,1,0.2,0,10,4.4,0.75,2,0,0,0,2.302575,1.587125,1,0.75,0,0,0.25,1
true,0.5,1,20,2,4,6,0,0.2,3.333333,3.3,1,1,0,0,0.2,2.246033,1.791667,1.8,0.333333,0.333333,0,0.666667,0
true,0.5,1,10,2,0,2,0,0,5,3.4,1,3,0,0,0,1.68094,1.33636,1.04,0,0,0,0.8,1
true,0.5,0.666667,24,6,0,3,0.083333,0.083333,8,3.916667,1,4.666667,0,0.166667,0,2.08809,1.6782,1.54,0.4,0,0.2,0.3,0.6
true,0.439394,1.666667,66,11,12,6,0.030303,0.060606,11,4.212121,0.9,4.333333,0,0,0.121212,1.874913,1.781874,1.504348,0.26087,0.217391,0.043478,0.304348,0.521739
true,0.5,0,16,4,2,1,0,0.375,16,3.625,1,4,0,0,0,2.060867,1.794667,1.766667,0.166667,0.166667,0.166667,0.333333,0.333333
true,0.5,1,10,2,6,2,0,0,5,3.4,1,1,0,0,0,1.866,1.4819,1.066667,0,0,0,0.666667,1
true,0.44,0.666667,50,8,11,3,0,0.32,16.666667,3.84,0.875,6,0,0.08,0.08,1.919878,1.661604,1.686957,0.173913,0.043478,0.173913,0.347826,0.478261
true,0.466667,1,30,10,5,4,0.133333,0.066667,7.5,3.466667,0.888889,3,0,0.133333,0,1.915043,1.776079,1.271429,0.142857,0.142857,0,0.142857,0.714286
true,0.5,1,24,7,0,4,0,0.083333,6,4.166667,1,3,0,0.166667,0.166667,2.00461,1.66967,1.46,0.2,0,0.1,0.2,0.6
true,0.5,2,4,0,0,3,0,0,1.333333,5,1,0,0,0,0,2.6143,1.85715,2,1,0,0.5,0,0.5
true,0.5,1,4,2,0,2,0.5,0,2,4,1,1,0,1,0,2.2381,1.625,1.3,0.5,0,0,0,0.5
true,0.5,1,20,2,4,4,0.1,0.1,5,4.1,1,2,0,0,0.2,1.8483,1.955771,1.714286,0.285714,0.142857,0.142857,0.142857,0.285714
true,0.5,0,2,2,0,1,0,0,2,4,1,0,0,0,0,2.125,1.7273,2,0,0,0,0,0
true,0.5,1.333333,10,1,0,3,0,0,3.333333,3.2,1,1.333333,0,0,0.4,2.50895,2.25,1.9,0.5,0.5,0,0,0
true,0.375,1,8,4,0,2,0,0,4,2.75,0.5,2,0,0.5,0,1.7143,2.25,1.2,0,0.666667,0,0,1
true,0.5,1,4,0,4,2,0,0.5,2,3,1,0,0,0,0,1.7143,1.4,2,0,0,0,1,0
true,0.5,1.5,6,0,2,4,0.666667,0,1.5,3.666667,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,12,2,2,4,0,0.166667,3,5.5,1,1,0.166667,0,0,1.759725,1.553775,1.15,0,0,0,0.5,0.75
true,0.5,1,2,0,2,2,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.423077,1,26,8,4,4,0,0,6.5,4.153846,0.857143,3,0,0.307692,0,1.84989,1.64027,1.18,0,0,0,0.2,0.8
true,0.5,1,8,4,0,2,0,0,4,3,1,2,0,0,0,1.733333,2.057533,1.133333,0,0.333333,0,0.333333,1
true,0.456522,0.666667,46,12,8,3,0,0.043478,15.333333,4.304348,1,6.666667,0.043478,0,0.086957,1.850295,1.656067,1.352381,0.142857,0,0.047619,0.285714,0.619048
true,0.5,1,24,4,0,2,0,0.083333,12,4.5,1,6,0,0,0.166667,1.688767,1.5119,1.366667,0,0,0,0.5,0.666667
true,0.5,1,2,2,0,2,0,0,1,4,1,0,0,0,0,2.125,1.7273,2,0,0,0,0,0
true,0.5,1,10,2,0,2,0,0.2,5,4,1,2,0,0.4,0,1.945975,1.701925,1.95,0.25,0.25,0.5,0,0.5
true,0.5,1,2,0,2,2,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,8,4,0,2,0,0,4,3,1,2,0,0.5,0,1.899625,2.011425,1.3,0.25,0.5,0,0.25,0.75
true,0.5,1,18,4,6,2,0,0,9,4.111111,1,2,0.125,0,0.222222,1.9759,1.923183,1.7,0.333333,0.166667,0,0.333333,0.333333
true,0.5,1,4,0,0,2,0,0,2,4,1,0,0,0,0,2,2.125,2.2,0,0,0,0,0
true,0.5,1,6,2,4,2,0,0,3,5.666667,1,0,0,0,0,1.8333,1.8,1,0,0,0,0,1
true,0.5,1,2,0,0,2,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0
true,0.44,1,50,10,5,2,0.04,0.04,25,4.28,1,11,0,0,0,1.822936,1.528564,1.427273,0.045455,0,0.090909,0.454545,0.636364
true,0.433333,1,30,5,6,4,0.066667,0.133333,7.5,3.8,0.909091,2,0.133333,0.133333,0,1.971487,1.530475,1.125,0.25,0,0,0.25,0.875
true,0.4375,0.666667,16,2,2,3,0,0,5.333333,4.5,1,2,0,0,0,1.875014,1.6682,1.4,0.142857,0,0,0.142857,0.428571
true,0.5,0,4,0,4,1,0,0,4,3,1,0,0,0,0,1.20535,1.99305,1.6,0,0,0,0,0.5
true,0.5,0.666667,4,0,0,3,0,0,1.333333,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,40,6,6,4,0.05,0.2,10,4.2,1,4.5,0,0,0,1.66425,1.672439,1.544444,0.055556,0.055556,0.111111,0.388889,0.555556
true,0.5,1,2,0,2,2,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,2,4,0,0,1,0,0,4,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,0,2,0,2,1,0,0,2,9,1,0,0,0,0,3,1.6429,2.8,1,0,1,0,0
true,0.5,1,8,0,0,2,0,0,4,4.25,1,1,0.25,0,0,2.297633,1.928567,1.6,0.333333,0.333333,0,0.333333,0.333333
true,0.5,1,16,2,2,2,0,0.25,8,4.625,1,3,0.25,0,0,1.933775,1.65585,1.3,0.25,0,0,0.25,0.75
true,0.5,1,2,0,0,2,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,0.666667,14,4,0,3,0,0.142857,4.666667,3.285714,1,2.666667,0,0,0.285714,1.675,1.55192,1.84,0,0,0.2,0.4,0.4
true,0.5,1,6,4,0,2,0,0,3,4,1,1,0,0,0,2.0131,1.825767,2.2,0,0,0.333333,0,0
true,0.5,1,22,6,2,4,0,0.272727,5.5,3.818182,1,2,0,0,0,1.920678,1.799744,1.488889,0.333333,0.111111,0,0.222222,0.444444
true,0.5,2,4,0,0,1,0,0,4,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.423077,1.5,26,5,2,4,0.076923,0.076923,6.5,4,1,3,0.181818,0.307692,0,2.015886,1.602771,1.342857,0.285714,0,0,0.285714,0.714286
true,0.5,2.4,20,4,2,5,0,0,4,3.6,1,2.4,0.111111,0.2,0.2,2.009617,1.447433,1.133333,0.333333,0,0,0.666667,0.833333
true,0.5,0,2,0,2,1,0,0,2,4,1,0,0,0,0,2.5,2.1667,1.4,1,0,0,0,0
true,0.5,0,12,2,0,1,0,0,12,3.5,1,6,0.166667,0,0,1.98928,1.7788,1.44,0.2,0.2,0,0.4,0.6
true,0.5,0,4,0,2,1,0,0.5,4,3,1,2,0,0,0,1.53175,2,1.2,0,0.5,0,0,1
true,0.458333,1,48,5,6,6,0,0.083333,8,3.666667,0.928571,3.333333,0,0.166667,0.083333,1.966418,1.811882,1.4,0.235294,0.058824,0,0.117647,0.529412
true,0.5,0,4,0,0,1,0,0,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0
true,0.5,1,4,2,0,2,0,0,2,5.5,1,0,0,0,0,1.8625,1.96365,1.8,0,0,0,0,0
true,0.5,1,6,2,2,2,0,0,3,5.333333,1,0,0,0,0,1.833333,2,2.2,0.333333,0.333333,0.666667,0,0.333333
true,0.5,1,8,0,2,2,0,0,4,5.75,1,1,0,0,0,2.044433,1.744433,1.866667,0.333333,0,0.333333,0.333333,0.333333
true,0.4,1,30,8,3,2,0,0.133333,15,3.4,0.857143,8,0,0.4,0,1.874708,1.553754,1.538462,0.153846,0,0,0.153846,0.384615
true,0.5,3,14,4,2,2,0.142857,0,7,3.714286,1,1,0.142857,0.285714,0,1.5508,1.57286,1.52,0,0,0.2,0.2,0.6
true,0.5,1,12,0,5,2,0,0,6,4.666667,1,2,0,0,0,1.9202,1.682967,1.7,0.166667,0,0.333333,0.166667,0.5
true,0.42,1.5,50,3,4,4,0,0.04,12.5,3.8,0.875,4.5,0.083333,0.08,0,1.86032,1.64712,1.426667,0.066667,0.066667,0,0.4,0.6
true,0.416667,2,12,6,0,2,0,0,6,3.833333,0.75,2,0,0.333333,0,1.80636,2.06428,1.2,0,0.4,0,0,1
true,0.385714,1,70,16,4,4,0,0.085714,17.5,3.428571,0.8,7.5,0.029412,0.171429,0,1.793763,1.735003,1.4,0.066667,0.166667,0.066667,0.266667,0.633333
true,0.5,1,2,0,0,2,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.475,1,40,3,10,8,0.05,0.2,5,4.05,1,1.25,0.052632,0,0.1,1.918327,1.813509,1.436364,0.090909,0.181818,0.090909,0.363636,0.454545
true,0.5,1,8,1,2,2,0,0,4,2.75,1,2,0.25,0,0,1.7875,1.5952,1.4,0,0,0,0.5,0.5
true,0.5,0,2,0,0,1,0,0,2,6,1,0,0,0,0,2.4286,2,1.2,1,0,0,0,1
true,0.5,1,10,4,0,2,0,0.2,5,3.4,1,2,0,0,0.4,2.048625,1.86875,1.45,0.25,0.25,0,0,0.5
true,0.5,1,8,2,0,4,0,0,2,4,1,0.5,0.333333,0,0,1.81945,1.25755,1,0,0,0,1,1
true,0.5,6.666667,20,3,0,3,0,0,6.666667,5.2,1,0,0.333333,0,0,1.89285,2.0625,1.9,0.5,0,0,0,0
true,0.5,1,8,2,4,2,0.25,0,4,3.75,1,1,0,0,0,1.81945,1.3766,1,0,0,0,0.5,1
true,0.5,1,4,2,2,2,0,0.5,2,4,1,0,0,0,0,2.5,2.1667,1.4,1,0,0,0,0
true,0.5,0,10,2,0,1,0.2,0,10,4.2,1,2,0.2,0,0,2.375,1.90155,1.2,0.5,0.5,0,0.5,0.5
true,0.5,0,4,2,0,1,0,0,4,6.5,1,0,?,0,0,0,0,0,0,0,0,0,0
true,0.5,0,16,0,0,1,0,0,16,5.625,1,2,0,0,0.25,0,0,0,0,0,0,0,0
true,0.5,2,20,7,2,1,0,0.1,20,4.3,1,6,0.1,0,0.2,1.935717,1.588633,1.433333,0.333333,0,0.166667,0.5,0.666667
true,0.5,0,2,2,0,1,0,0,2,4,1,0,0,0,0,2.125,1.7273,2,0,0,0,0,0
true,0.307692,4.666667,104,13,8,3,0,0.076923,34.666667,3.615385,0.666667,14.666667,0.058824,0.115385,0,1.879859,1.653957,1.390909,0.159091,0.068182,0,0.363636,0.5
true,0.5,0,4,0,0,1,0,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0
true,0.441176,2,34,12,7,7,0.117647,0,4.857143,3.764706,0.818182,1.714286,0,0,0.117647,2.056731,1.694977,1.092308,0.307692,0.153846,0,0.384615,0.923077
true,0.5,1,6,2,0,4,0.333333,0,1.5,3.666667,1,0.5,0.333333,0.666667,0,2.1429,1.5,1.2,0,0,0,0,1
true,0.5,2,10,2,3,3,0.2,0,3.333333,4,1,0.666667,0,0,0,2.495033,1.5713,1.533333,0.666667,0,0.333333,0.333333,0.666667
true,0.5,0,8,2,0,1,0,0,8,4.75,1,2,0,0.5,0,1.765233,1.7857,1.266667,0,0,0,0,0.666667
true,0.5,1,2,0,2,2,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,2,2,0,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,2,4,0,0,3,0,0,1.333333,5,1,0,0,0,0,1.4286,1.4286,2.4,0,0,0,1,0
true,0.5,1.333333,4,0,0,3,0.5,0,1.333333,4,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,0,2,0,0,1,0,0,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0
true,0.5,1,2,0,0,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,0,2,0,2,1,0,0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,4,40,12,2,5,0,0.05,8,4.9,1,2,0.15,0,0,1.893655,1.816955,1.690909,0.181818,0.181818,0.181818,0.272727,0.272727
true,0.5,0.666667,2,0,0,3,0,0,0.666667,6,1,0,0,0,0,2.4286,2,1.2,1,0,0,0,1
true,0.5,0,2,0,2,1,0,0,2,4,1,0,0,0,0,2.5,2.1667,1.4,1,0,0,0,0
true,0.5,0,2,0,0,1,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0
true,0.5,1,4,2,2,2,0,0,2,4.5,1,0,0.5,0,0,2.125,1.7273,2,0,0,0,0,0
true,0.5,1,8,0,2,2,0,0,4,4,1,2,0,0,0,2,1.3846,1,0,0,0,1,1
true,0.5,0,2,0,2,1,0,0,2,4,1,0,0,0,0,2.5,2.1667,1.4,1,0,0,0,0
true,0.5,2,4,0,0,1,0,0,4,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.439394,1.166667,66,10,13,12,0.030303,0.181818,5.5,3.878788,1,2.666667,0.038462,0,0,1.788168,1.515495,1.381818,0.090909,0,0.045455,0.5,0.590909
true,0.5,1,2,0,0,2,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.4,1,10,4,0,4,0.2,0,2.5,3,0.8,0,0,0,0,2.63572,1.97658,1.48,1,0.2,0,0,0.2
true,0.387097,1,62,15,4,2,0,0.225806,31,3.774194,0.866667,16,0,0.129032,0,1.720683,1.643013,1.26,0,0.066667,0,0.333333,0.733333
true,0.5,2,44,8,6,4,0,0.090909,11,3.636364,1,4.5,0.045455,0.090909,0,1.792461,1.705317,1.355556,0.111111,0.055556,0,0.388889,0.666667
true,0.5,4,6,0,0,1,0.333333,0,6,2.333333,1,2,0,0,0,2.358333,1.923233,1.266667,0.666667,0.333333,0,0.333333,0.333333
true,0.5,2,4,2,0,2,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0
true,0.5,1,6,0,0,2,0.333333,0,3,4,1,1,0,0,0,2.527767,2.323233,1.533333,0.666667,0.666667,0,0.333333,0.333333
true,0.391304,0.666667,46,14,2,3,0.043478,0,15.333333,3.695652,0.8,5.333333,0.130435,0.173913,0.086957,1.968737,1.784274,1.273684,0.263158,0.105263,0.052632,0.157895,0.684211
true,0.5,1,10,2,2,2,0.2,0,5,4,1,2,0,0,0,1.879633,1.5467,1.4,0,0,0,0.666667,0.666667
true,0.5,4,24,4,2,1,0.166667,0,24,3.583333,1,6,0.083333,0,0,1.706386,1.672143,1.2,0,0.142857,0,0.428571,0.714286
true,0.5,1,14,2,0,2,0,0,7,4.714286,1,4,0,0,0,1.997217,1.79735,1.866667,0.333333,0,0.333333,0.166667,0.5
true,0.454545,1.4,88,14,10,10,0.022727,0.045455,8.8,3.818182,0.925926,3.4,0.116279,0,0,1.885633,1.586045,1.4,0.121212,0.030303,0.090909,0.424242,0.545455
true,0.5,1.333333,12,3,4,3,0,0,4,3.333333,1,0.666667,0,0,0,2.293433,1.743867,1.866667,0.333333,0,0.333333,0,0.333333
true,0.5,0,6,2,0,1,0,0,6,6.333333,1,4,0,0,0,1.6186,2.244433,1.466667,0,0.333333,0,0,0.666667
true,0.472222,0.666667,36,7,7,3,0,0,12,3.777778,0.9,5.333333,0.055556,0.222222,0,1.819485,1.635246,1.538462,0.076923,0,0,0.230769,0.461538
true,0.5,0,4,0,0,1,0,0,4,4,1,0,?,0,0,0,0,0,0,0,0,0,0
true,0.5,1,32,4,2,2,0.0625,0.0625,16,3.3125,1,8,0.125,0,0.125,1.839517,1.638167,1.366667,0.166667,0.083333,0.083333,0.333333,0.583333
true,0.441176,1,34,6,0,6,0,0.176471,5.666667,3.411765,1,4,0.0625,0.352941,0.117647,1.905258,1.7327,1.633333,0.166667,0.083333,0.166667,0.25,0.333333
true,0.5,1,2,0,0,2,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,0,6,0,0,1,0,0,6,3.666667,1,2,0,0,0,2.3125,1.8091,1.3,0.5,0,0,0,0.5
true,0.5,0,34,4,10,1,0,0.176471,34,3.882353,1,12,0.117647,0,0,1.762153,1.706673,1.333333,0.066667,0.133333,0.066667,0.266667,0.6
true,0.411765,0,34,9,3,1,0,0.176471,34,4.058824,1,18,0,0.117647,0,1.830244,1.830894,1.6375,0.0625,0.0625,0.125,0.125,0.5
true,0.4,8,50,13,0,1,0,0.08,50,4,0.8125,18,0.2,0.24,0,1.826137,1.750742,1.694737,0.052632,0,0.157895,0.157895,0.315789
true,0.5,1,2,2,0,2,0,0,1,4,1,0,0,0,0,2.125,1.7273,2,0,0,0,0,0
true,0.5,0,4,0,0,1,0,0,4,3.5,1,2,0,0,0,1.6667,1.5,1.8,0,0,0,0,0
true,0.5,1.5,18,6,0,4,0,0,4.5,3.555556,1,2.5,0,0.222222,0.222222,1.834333,1.664133,1.4,0,0,0.166667,0.333333,0.666667
true,0.5,2,8,0,0,1,0.25,0,8,3.75,1,2,0,0,0,1.6667,1.5556,1,0,0,0,0,1
true,0.5,4,26,5,0,5,0,0.076923,5.2,4.384615,1,1.2,0.307692,0,0.153846,1.62714,1.86848,1.68,0,0,0,0.2,0.2
true,0.470588,1,34,7,1,8,0.058824,0.058824,4.25,4.235294,1,2.25,0,0.117647,0,1.82054,1.46364,1.3,0.1,0,0,0.6,0.6
true,0.5,18,22,2,2,1,0,0.181818,22,4.181818,1,4,0.2,0,0,2.145825,1.94275,1.8,0.5,0,0,0,0
true,0.5,0,18,6,0,1,0,0.111111,18,3.555556,1,10,0,0.222222,0,1.830033,1.600267,1.244444,0,0,0,0.444444,0.777778
true,0.5,2,24,4,2,3,0,0,8,3.75,1,2,0.25,0.166667,0,1.901133,1.609933,1.1,0,0,0,0.333333,0.833333
true,0.466667,1,30,6,2,6,0,0.066667,5,3.8,1,2.666667,0.142857,0,0.266667,1.895633,1.734567,1.333333,0.222222,0.222222,0,0.333333,0.555556
true,0.5,0.666667,10,1,0,3,0,0,3.333333,3,1,1.333333,0.2,0,0.4,2.375,2.32145,1.6,0.5,0.5,0,0,0.5
true,0.5,4,16,4,4,1,0,0,16,3.5,1,4,0.125,0,0,2.129057,1.740129,1.428571,0.571429,0,0,0.428571,0.428571
true,0.5,0,12,4,0,1,0,0,12,3.5,1,6,0,0.333333,0,2.002183,1.789683,1.266667,0.166667,0.166667,0,0.166667,0.833333
true,0.5,0,6,2,2,1,0.333333,0,6,4.333333,1,2,0,0,0,1.81945,1.25755,1,0,0,0,1,1
true,0.5,1,4,0,0,2,0,0,2,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,0.666667,20,4,2,3,0,0,6.666667,3.7,1,2.666667,0,0.2,0,1.914289,1.7145,1.577778,0.222222,0.222222,0.111111,0.333333,0.666667
true,0.5,1,10,1,0,2,0,0,5,3.2,1,3,0,0.4,0.4,2.154767,2.047633,1.533333,0.333333,0.333333,0,0,0.333333
true,0.5,1,6,0,0,2,0.333333,0,3,3,1,1,?,0,0,0,0,0,0,0,0,0,0
true,0.5,0,8,2,2,1,0,0,8,4.25,1,4,0,0,0,2.0111,1.619433,1.066667,0.333333,0,0,0.666667,1
true,0.5,0.666667,26,5,6,3,0.153846,0,8.666667,3.923077,1,2.666667,0,0.153846,0,2.0835,1.78405,1.583333,0.333333,0.083333,0.083333,0.166667,0.5
true,0.466667,1.5,30,4,4,4,0,0.066667,7.5,3.466667,1,3.5,0,0,0.133333,2.00556,1.64407,1.68,0.2,0.1,0.3,0.3,0.6
true,0.5,0,4,2,0,1,0.5,0,4,4,1,0,0.5,0,0,0,0,0,0,0,0,0,0
true,0.425,1,40,10,1,4,0,0.05,10,3.15,1,5,0,0.2,0,1.922007,1.762171,1.528571,0.071429,0.142857,0.214286,0.142857,0.714286
true,0.5,1.6,12,1,2,5,0.166667,0.166667,2.4,3.166667,1,0.8,0.166667,0.333333,0,2.3268,1.833325,1.3,0.5,0.25,0,0.25,0.75
true,0.5,1.75,20,4,0,8,0.2,0,2.5,3,1,1.25,0.1,0.2,0.2,1.82192,1.43246,1.4,0,0,0.2,0.6,0.8
true,0.5,1,10,1,0,2,0,0,5,3,1,3,0,0,0.4,2.166667,1.936533,1.4,0.333333,0.333333,0,0.333333,0.666667
true,0.5,1.5,6,0,0,4,0,0,1.5,3.333333,1,0,0.333333,0,0,0,0,0,0,0,0,0,0
true,0.5,1,8,2,0,2,0,0,4,3,1,2,0,0,0.5,2.25,1.455033,1.866667,0.333333,0,0.333333,0.666667,0.333333
true,0.384615,2.333333,104,20,14,6,0,0.038462,17.333333,3.519231,0.9,7.333333,0,0.076923,0.134615,1.839145,1.673193,1.41,0.075,0.1,0.1,0.3,0.6
true,0.5,1,14,4,0,4,0,0,3.5,3.857143,1,1,0.166667,0,0,2.127075,1.93055,2,0.5,0.25,0.25,0.25,0.25
true,0.5,1,8,2,0,2,0,0,4,3.25,1,2,0,0,0,1.941667,1.4774,1.4,0,0,0,0.666667,0.666667
true,0.5,2.666667,6,0,0,3,0.333333,0,2,6,1,0,?,0,0,0,0,0,0,0,0,0,0
true,0.416667,1,12,4,0,2,0,0.166667,6,3.166667,0.75,2,0.166667,0,0,1.50928,2.1,1.4,0,0.6,0,0.2,0.6
true,0.5,2,6,0,4,1,0,0,6,3,1,0,0,0,0,1.8333,1.8,1,0,0,0,0,1
true,0.448276,1,58,15,4,4,0,0.068966,14.5,4.482759,0.875,6.5,0,0.068966,0.068966,1.860748,1.782643,1.313043,0.086957,0.173913,0.043478,0.26087,0.608696
true,0.5,1,12,0,2,4,0,0,3,6,1,1.5,0,0,0,2.0222,2.15555,1.3,0.5,0,0,0,0.5
true,0.5,1,14,4,2,6,0,0,2.333333,6.142857,1,0,0.142857,0,0,1.716675,1.916675,1.6,0,0.25,0,0.25,0.25
true,0.5,0,14,2,4,1,0,0,14,3.142857,1,4,0,0,0,1.972225,1.4541,1.5,0,0,0,0.75,0.5
true,0.5,1,6,2,0,2,0,0.333333,3,3.666667,1,1,0,0,0,1.7857,1.67675,1.9,0,0,0,0.5,0
true,0.425,3,40,12,4,4,0,0.05,10,4.8,0.923077,3.5,0.105263,0,0,1.810293,1.674713,1.32,0.066667,0.2,0.066667,0.466667,0.666667
true,0.382353,1,34,4,0,4,0,0.294118,8.5,3.823529,0.75,4.5,0,0.235294,0,1.886208,1.658131,1.446154,0.153846,0,0,0.230769,0.615385
true,0.455556,2.5,90,15,8,4,0,0.111111,22.5,3.622222,1,10.5,0.066667,0.133333,0.044444,1.936095,1.718884,1.394595,0.162162,0.081081,0,0.297297,0.567568
true,0.5,1,8,0,0,2,0,0,4,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,2,0,0,2,0,0,1,13,1,0,1,0,0,0,0,0,0,0,0,0,0
true,0.5,2,24,4,4,1,0,0.083333,24,4,1,10,0.181818,0,0,1.844133,1.4599,1.333333,0.111111,0,0,0.555556,0.333333
true,0.5,1,4,2,0,2,0,0,2,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,24,3,4,2,0,0.166667,12,2.833333,1,5,0,0,0,1.933975,1.817388,1.575,0.375,0.125,0,0.125,0.25
true,0.428571,1,42,12,3,2,0,0.095238,21,3.333333,0.909091,10,0,0.190476,0.095238,1.81798,1.63278,1.39,0.05,0.05,0.1,0.25,0.65
true,0.5,0,4,2,0,1,0,0,4,2,1,0,0,0,0,2.6875,2.1778,1.6,1,0.5,0,0,0
true,0.5,1,2,2,0,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.423077,1.714286,104,12,16,7,0.057692,0.076923,14.857143,3.730769,0.903226,6,0.040816,0.076923,0.038462,1.989446,1.74163,1.356757,0.243243,0.108108,0.027027,0.216216,0.621622
true,0.375,1,40,4,0,4,0,0,10,4.25,1,5.5,0,0,0.1,1.865087,1.469507,1.386667,0.066667,0,0.133333,0.533333,0.6
true,0.396552,2,58,17,4,3,0,0,19.333333,4.448276,0.923077,10.666667,0.071429,0.068966,0.344828,1.8056,1.72661,1.32381,0.095238,0.142857,0.047619,0.238095,0.714286
true,0.428571,1,14,0,2,4,0.142857,0,3.5,4.714286,0.833333,0.5,0.285714,0,0,2.258333,1.8889,1.466667,0.333333,0,0,0,0
true,0.5,1,6,0,0,4,0,0,1.5,10.666667,1,0,?,0,0,0,0,0,0,0,0,0,0
